danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,313027
0.765,0.395,5,-10.75,0,0.0279,0.0774,0.00223,0.103,0.706,88.149,203160
0.65,0.744,5,-11.732,1,0.0601,0.354,0.0188,0.315,0.846,107.297,276333
0.717,0.406,0,-13.954,0,0.0305,0.587,0.103,0.0869,0.703,123.213,204227
0.298,0.799,2,-6.962,0,0.0464,0.000168,9.42E-05,0.496,0.561,143.072,252453
0.768,0.853,10,-5.915,0,0.0427,0.0548,0.13,0.0188,0.889,107.234,239908
0.468,0.663,9,-11.714,0,0.0634,0.00739,0.0352,0.124,0.714,90.714,223600
0.662,0.763,0,-7.475,1,0.0397,0.132,0.0013,0.067,0.699,126.333,254400
0.656,0.462,11,-14.072,0,0.0373,0.518,0.000137,0.091,0.642,116.049,271093
0.586,0.886,0,-8.779,1,0.0496,0.035,0.00178,0.103,0.834,106.536,381760
0.595,0.309,8,-10.422,1,0.0593,0.661,0.000149,0.458,0.469,124.918,238000
0.565,0.494,8,-10.008,1,0.0306,0.502,0.187,0.0731,0.385,114.113,287040
0.683,0.529,7,-8.888,1,0.0326,0.591,3.37E-05,0.089,0.791,130.409,227373
0.646,0.531,7,-10.785,1,0.0671,0.528,0.0133,0.0836,0.655,172.02,209867
0.498,0.515,11,-11.985,0,0.0395,0.0936,0,0.1,0.616,127.761,187893
0.719,0.615,0,-13.674,1,0.122,0.0345,0.0492,0.0573,0.961,170.888,283573
0.298,0.799,2,-6.962,0,0.0464,0.000168,9.42E-05,0.496,0.561,143.072,252453
0.545,0.467,8,-10.862,1,0.0305,0.491,0.175,0.0805,0.444,113.713,288053
0.794,0.427,11,-15.492,1,0.029,0.334,1.04E-05,0.0703,0.751,105.732,213400
0.566,0.521,7,-11.824,1,0.0321,0.514,0.000288,0.116,0.468,129.167,299827
0.669,0.52,8,-10.136,1,0.0345,0.245,0.00535,0.126,0.634,104.812,224027
0.638,0.686,0,-9.876,1,0.0366,0.314,0.23,0.0678,0.766,126.045,256360
0.463,0.484,10,-13.259,1,0.0395,0.456,0,0.125,0.513,77.521,212405
0.81,0.827,9,-4.093,0,0.029,0.59,0.0142,0.198,0.919,102.816,156200
0.638,0.5,5,-10.116,1,0.034,0.641,7.44E-05,0.0613,0.406,126.4,412082
0.559,0.393,0,-11.095,1,0.0237,0.717,0,0.0532,0.669,90.105,274891
0.518,0.376,9,-18.248,0,0.0431,0.933,0.86,0.0976,0.744,158.089,233560
0.526,0.545,9,-11.673,1,0.028,0.65,0.000612,0.106,0.733,134.053,151507
0.674,0.537,1,-10.971,0,0.0363,0.566,0,0.131,0.809,110.578,161533
0.317,0.896,2,-6.089,1,0.104,0.122,0.0168,0.253,0.421,126.894,168973
0.242,0.296,9,-12.441,0,0.0358,0.829,3.79E-05,0.133,0.172,153.293,273200
0.337,0.573,2,-13.872,1,0.0364,0.265,0.0151,0.0792,0.699,117.597,262200
0.155,0.646,0,-11.086,1,0.0541,0.208,6.78E-05,0.188,0.213,155.32,373853
0.386,0.813,2,-8.035,1,0.157,0.0346,2.68E-06,0.152,0.677,145.113,241187
0.332,0.687,9,-8.44,0,0.0787,0.0904,1.30E-05,0.64,0.136,112.307,392947
0.366,0.398,5,-11.527,1,0.0367,0.873,2.90E-06,0.13,0.181,117.705,78667
0.444,0.945,0,-8.388,1,0.081,0.00318,7.85E-05,0.346,0.392,145.482,169760
0.271,0.823,2,-9.629,1,0.0928,0.405,0.00744,0.55,0.255,108.592,248453
0.359,0.854,11,-9.799,0,0.0418,0.00194,0.00767,0.841,0.472,99.414,333227
0.447,0.888,6,-9.892,0,0.175,0.247,0.034,0.82,0.679,146.235,137653
0.676,0.92,9,-7.96,1,0.0435,0.00101,8.65E-06,0.248,0.624,126.341,269360
0.747,0.777,8,-7.374,1,0.123,0.0582,0,0.339,0.757,116.142,307267
0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,274747
0.727,0.387,1,-12.333,1,0.0412,0.248,0.0102,0.0625,0.966,160.395,150400
0.586,0.86,1,-6.752,1,0.0584,0.0372,0.00109,0.1,0.943,132.865,224933
0.317,0.0455,2,-16.092,1,0.0344,0.88,0,0.172,0.571,107.711,67573
0.535,0.651,10,-6.326,1,0.0544,0.391,0,0.133,0.612,117.218,179600
0.416,0.69,4,-7.362,0,0.0337,0.0581,0.000372,0.345,0.529,84.619,166853
0.535,0.651,10,-6.326,1,0.0544,0.391,0,0.133,0.612,117.218,179600
0.41,0.575,2,-8.609,1,0.0368,0.408,0,0.291,0.503,132.074,226813
0.429,0.922,7,-6.649,1,0.0924,0.0235,0.00138,0.0954,0.439,120.361,133813
0.614,0.84,3,-7.006,1,0.03,0.0808,0.0307,0.431,0.961,126.343,109653
0.354,0.843,11,-9.17,0,0.378,0.355,0.0126,0.789,0.348,137.62,310013
0.702,0.641,0,-5.594,1,0.0879,0.399,0,0.0763,0.863,118.486,135307
0.492,0.759,4,-6.938,1,0.0511,0.0321,0.00224,0.0988,0.522,132.547,252933
0.338,0.834,4,-6.061,0,0.0882,0.0454,4.68E-05,0.227,0.553,148.223,197293
0.461,0.533,2,-7.677,1,0.0257,0.17,0.00021,0.119,0.371,77.031,249200
0.326,0.551,5,-6.43,1,0.0323,0.551,0.000294,0.348,0.23,80.539,202613
0.339,0.264,9,-10.012,0,0.0281,0.628,0,0.148,0.416,78.916,104893
0.551,0.362,7,-15.089,1,0.0297,0.63,0,0.0698,0.632,105.848,234093
0.476,0.604,0,-10.85,0,0.117,0.11,4.15E-05,0.134,0.583,87.304,395373
0.56,0.543,7,-8.433,1,0.0288,0.233,0.000179,0.335,0.661,85.119,314093
0.714,0.715,4,-9.965,1,0.0387,0.345,0.00567,0.927,0.841,111.036,152267
0.485,0.328,7,-11.853,1,0.0254,0.00596,0.0032,0.325,0.138,79.766,233133
0.655,0.675,1,-9.352,1,0.0599,0.272,0.0236,0.727,0.587,77.589,427800
0.486,0.487,9,-11.633,0,0.0341,0.445,1.44E-05,0.0648,0.373,81.972,282013
0.764,0.567,0,-13.361,1,0.0412,0.252,0,0.104,0.79,108.805,214133
0.517,0.447,7,-12.483,1,0.0418,0.000573,0.00118,0.144,0.894,134.755,310267
0.599,0.164,0,-23.035,1,0.0475,0.888,0.000612,0.121,0.317,125.388,280493
0.438,0.717,11,-13.226,0,0.05,0.305,0.00122,0.07,0.593,112.408,320640
0.449,0.642,2,-10.527,1,0.0487,0.00608,0.00707,0.175,0.586,113.638,494533
0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,291686
0.698,0.238,11,-15.549,1,0.0455,0.81,0,0.0675,0.761,149.132,172733
0.427,0.459,9,-12.442,0,0.0332,0.116,0.000103,0.132,0.383,129.878,293440
0.49,0.829,4,-8.296,0,0.0428,0.0142,0.198,0.0619,0.824,155.707,189627
0.493,0.586,2,-13.916,1,0.046,0.0202,0.00106,0.102,0.656,113.618,232533
0.472,0.373,3,-12.98,1,0.0262,0.872,0.206,0.147,0.459,135.193,288267
0.266,0.389,4,-13.682,1,0.0305,0.244,1.42E-06,0.0688,0.148,140.243,256173
0.533,0.906,5,-7.547,1,0.0381,0.2,0.0015,0.493,0.638,121.669,196800
0.404,0.523,4,-15.7,1,0.0575,0.685,0.000498,0.282,0.164,133.738,366640
0.612,0.817,0,-10.13,1,0.0741,0.196,0,0.055,0.467,115.132,290160
0.548,0.642,9,-7.998,1,0.029,0.109,2.56E-06,0.046,0.599,83.567,376360
0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,276000
0.61,0.297,2,-14.956,1,0.0304,0.838,9.04E-06,0.107,0.543,99.96,201707
0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,313840
0.7,0.726,2,-7.717,1,0.0329,0.434,1.10E-06,0.0963,0.641,130.109,243267
0.811,0.647,0,-10.989,1,0.0498,0.0823,0.681,0.0572,0.99,139.787,191560
0.791,0.734,5,-5.464,1,0.0629,0.522,0.00165,0.167,0.962,105.854,244920
0.592,0.397,2,-10.81,0,0.0676,0.354,0.000894,0.119,0.205,150.038,185293
0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,503067
0.594,0.77,7,-8.267,0,0.032,0.276,0.0176,0.0575,0.827,107.484,277227
0.55,0.563,0,-9.659,1,0.0603,0.205,2.81E-05,0.0638,0.948,134.559,214600
0.501,0.702,7,-8.543,1,0.0671,0.0872,0.000994,0.0671,0.58,139.096,202200
0.632,0.556,9,-10.138,1,0.0288,0.29,0.0215,0.0779,0.633,104.996,211667
0.48,0.536,2,-11.166,1,0.0427,0.488,4.22E-05,0.155,0.581,80.617,508200
0.367,0.752,6,-8.134,0,0.0317,0.0133,0.00979,0.0658,0.401,205.47,336907
0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576,517125
0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,170160
0.219,0.928,11,-9.997,0,0.0697,0.001,2.43E-06,0.341,0.446,197.462,185133
0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133
0.497,0.616,7,-8.325,1,0.0392,0.179,0.000151,0.552,0.622,113.237,240987
0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,252773
0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493
0.728,0.598,9,-10.251,0,0.0284,0.224,0.142,0.0988,0.797,129.516,250360
0.506,0.827,4,-6.356,0,0.0366,0.107,2.42E-06,0.161,0.571,101.869,236467
0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05E-05,0.116,0.606,146.347,269920
0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,334744
0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,334744
0.382,0.36,0,-12.442,1,0.0365,0.52,0.171,0.0747,0.0362,133.273,451681
0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,217347
0.267,0.252,7,-11.687,1,0.0351,0.8,4.43E-05,0.089,0.13,37.114,206533
0.558,0.683,7,-9.868,1,0.0585,0.353,0.0171,0.111,0.966,120.169,179200
0.612,0.869,7,-9.866,1,0.0515,0.241,0.0367,0.0858,0.771,147.502,293093
0.679,0.601,7,-11.758,1,0.0313,0.0894,0,0.0617,0.668,114.388,235800
0.373,0.691,2,-6.219,1,0.0554,0.362,4.03E-05,0.133,0.499,124.767,223920
0.459,0.699,0,-5.496,1,0.117,0.36,0,0.294,0.798,167.491,134120
0.292,0.803,4,-8.541,0,0.065,0.0113,5.63E-06,0.321,0.41,143.856,184893
0.395,0.446,2,-9.819,0,0.0452,0.314,9.26E-05,0.348,0.18,140.558,500960
0.488,0.409,6,-11.254,1,0.0431,0.799,1.87E-05,0.322,0.542,183.614,203440
0.312,0.862,9,-8.888,1,0.0738,0.015,4.27E-05,0.616,0.579,118.816,242120
0.518,0.761,0,-7.025,1,0.0452,0.158,0.00765,0.0715,0.576,118.738,170800
0.524,0.571,8,-9.686,1,0.0273,0.0271,0,0.111,0.373,101.626,210800
0.329,0.179,5,-11.589,1,0.0299,0.933,5.04E-06,0.115,0.255,154.175,217387
0.645,0.557,3,-9.108,1,0.0535,0.4,0.00183,0.0845,0.703,131.885,67400
0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,354320
0.42,0.667,7,-8.955,1,0.0274,0.00373,6.08E-05,0.0377,0.335,108.847,285493
0.88,0.57,2,-13.145,1,0.0821,0.292,0.0388,0.0674,0.791,106.035,147000
0.57,0.462,11,-10.483,1,0.0283,0.74,0.000223,0.104,0.545,102.3,181893
0.707,0.405,0,-9.044,1,0.0261,0.327,0,0.144,0.518,106.638,256533
0.357,0.559,9,-7.464,0,0.0321,0.509,0,0.0565,0.173,112.889,292667
0.539,0.884,9,-6.53,1,0.0403,0.382,0.00166,0.76,0.752,100.812,230693
0.625,0.536,8,-8.962,1,0.0354,0.572,8.03E-05,0.119,0.729,129.178,192973
0.427,0.665,2,-8.515,1,0.0405,0.0145,0.00242,0.699,0.442,142.702,409520
0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75E-05,0.131,0.495,136.59,138707
0.197,0.798,2,-7.334,1,0.0656,0.000545,0.414,0.187,0.525,175.068,261387
0.436,0.657,5,-8.868,1,0.0541,0.00975,0.00748,0.0931,0.21,118.693,467640
0.667,0.521,9,-13.212,0,0.115,0.202,6.55E-05,0.0723,0.856,117.917,307573
0.686,0.605,9,-8.564,0,0.03,0.0352,0.000239,0.0702,0.64,120.682,188960
0.55,0.514,11,-12.617,1,0.0523,0.336,0.125,0.382,0.724,136.542,237120
0.814,0.672,9,-12.068,1,0.0619,0.0435,0,0.061,0.933,109.394,300000
0.662,0.788,11,-5.544,0,0.0635,0.0812,0.141,0.0351,0.929,116.499,315640
0.463,0.396,7,-10.128,1,0.0304,0.0243,7.23E-05,0.173,0.365,80.753,272293
0.724,0.598,7,-6.522,1,0.0325,0.116,0.00725,0.0556,0.786,114.987,180693
0.597,0.342,8,-8.167,1,0.0299,0.389,3.04E-05,0.114,0.11,109.609,253227
0.845,0.447,2,-11.897,0,0.049,0.47,0,0.0782,0.953,119.453,244307
0.517,0.717,11,-7.786,1,0.0541,0.425,7.33E-05,0.164,0.767,136.731,236173
0.465,0.66,8,-10.019,0,0.04,0.0496,0.000405,0.155,0.899,139.969,137867
0.855,0.468,0,-11.501,1,0.13,0.424,0.0105,0.0494,0.85,107.87,164560
0.565,0.615,4,-10.793,1,0.0384,0.0487,1.93E-06,0.16,0.591,143.928,234040
0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,282693
0.564,0.645,0,-12.923,1,0.0484,0.0552,2.84E-06,0.151,0.836,99.302,170173
0.735,0.655,5,-8.674,1,0.0275,0.0888,0.000128,0.0911,0.83,126.705,191400
0.583,0.916,2,-6.956,1,0.0354,0.0269,1.61E-06,0.928,0.605,132.261,274971
0.256,0.335,9,-13.588,1,0.0313,0.74,0.0166,0.0857,0.415,198.745,218947
0.487,0.838,4,-6.153,1,0.0433,0.00343,2.92E-05,0.377,0.655,136.743,180347
0.664,0.762,4,-9.516,1,0.0279,0.00725,0.000368,0.083,0.97,141.255,154187
0.421,0.677,4,-6.183,1,0.0343,0.000989,9.65E-05,0.211,0.683,127.67,303587
0.539,0.62,9,-10.611,1,0.0449,0.13,0,0.0763,0.568,144.363,235480
0.522,0.892,6,-8.472,1,0.0515,0.0239,0.0715,0.295,0.939,166.093,127400
0.612,0.462,1,-9.519,0,0.0436,0.7,2.01E-05,0.643,0.695,79.607,292000
0.647,0.868,0,-6.427,0,0.105,0.0876,0.124,0.129,0.803,121.822,242240
0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736,285133
0.588,0.598,9,-13.288,1,0.0296,0.0386,5.83E-05,0.107,0.866,123.724,264893
0.374,0.663,11,-13.454,1,0.117,0.00559,0.00976,0.357,0.519,166.112,315707
0.166,0.948,11,-8.503,0,0.0631,0.00374,0.0131,0.769,0.476,177.495,506160
0.695,0.582,4,-11.35,1,0.0651,0.297,0,0.123,0.892,122.433,187067
0.394,0.256,9,-16.528,1,0.056,0.885,0.000133,0.249,0.22,204.527,228160
0.394,0.243,3,-14.664,1,0.0302,0.658,0.00603,0.085,0.504,173.365,222400
0.571,0.953,3,-5.002,1,0.0568,0.124,5.57E-06,0.35,0.682,135.599,169027
0.761,0.482,10,-11.849,1,0.0572,0.491,0.31,0.0864,0.626,88.054,311880
0.742,0.471,0,-10.767,1,0.0326,0.134,0.0903,0.284,0.815,124.95,354240
0.739,0.335,0,-16.23,1,0.0346,0.184,0.244,0.131,0.818,125.11,352933
0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,134467
0.675,0.448,2,-11.52,0,0.0235,0.32,0,0.0825,0.568,98.499,271707
0.558,0.36,5,-11.771,1,0.0232,0.23,0.00248,0.18,0.509,87.838,233677
0.561,0.784,9,-4.985,1,0.0629,0.0282,0.451,0.0544,0.546,137.153,254200
0.426,0.903,1,-9.661,1,0.0389,0.00578,0.00945,0.0945,0.762,122.201,280360
0.821,0.611,10,-9.795,1,0.0555,0.414,0.000152,0.0943,0.96,97.264,444133
0.429,0.564,11,-6.784,1,0.0268,0.0193,0.000828,0.128,0.276,104.212,235373
0.679,0.553,3,-14.687,1,0.0316,0.0611,7.16E-06,0.139,0.946,109.071,198760
0.573,0.683,5,-6.644,1,0.176,0.461,0,0.0935,0.817,169.519,142787
0.549,0.651,0,-7.097,1,0.0323,0.583,0,0.121,0.368,122.818,212307
0.668,0.906,11,-4.881,0,0.17,0.214,0.00229,0.135,0.507,135.653,231933
0.393,0.553,0,-11.574,1,0.0287,0.223,0.000279,0.106,0.479,80.435,239293
0.643,0.526,1,-15.147,0,0.0349,0.214,4.21E-06,0.069,0.881,105.922,227173
0.543,0.307,2,-18.253,1,0.0414,0.334,0,0.044,0.649,168.169,258613
0.625,0.35,9,-8.395,0,0.0436,0.398,6.76E-05,0.123,0.69,113.688,163893
0.622,0.409,5,-13.484,0,0.0362,0.65,0.023,0.142,0.785,86.175,260867
0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,304926
0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376
0.667,0.755,9,-7.246,1,0.069,0.0966,6.94E-05,0.0523,0.883,109.535,286220
0.327,0.886,2,-5.6,1,0.0722,0.094,0.000195,0.35,0.16,134.991,286693
0.406,0.698,8,-7.024,1,0.0624,0.186,0,0.233,0.333,109.266,296480
0.526,0.869,2,-5.78,1,0.0599,0.0796,0.00268,0.43,0.535,134.375,206147
0.234,0.213,3,-15.166,1,0.0465,0.952,6.71E-05,0.264,0.0787,187.166,306480
0.494,0.742,9,-6.458,1,0.0399,0.188,1.18E-06,0.263,0.317,116.738,213413
0.439,0.561,2,-10.151,1,0.0338,0.178,6.94E-06,0.106,0.432,145.415,223293
0.279,0.688,2,-7.738,0,0.0694,0.0977,0,0.241,0.266,141.628,298120
0.323,0.338,10,-7.625,1,0.0327,0.617,9.48E-06,0.129,0.37,93.231,295333
0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,206267
0.481,0.632,11,-8.17,1,0.0342,0.0108,0.000602,0.11,0.937,131.418,422133
0.29,0.336,0,-15.593,1,0.0319,0.0971,1.11E-06,0.0995,0.141,142.344,367000
0.303,0.919,11,-6.071,0,0.119,3.29E-06,0.731,0.332,0.538,153.821,275227
0.683,0.515,1,-10.932,1,0.0592,0.137,6.66E-06,0.0816,0.767,88.827,165400
0.579,0.872,0,-6.126,1,0.159,0.159,0,0.0935,0.761,76.214,235560
0.49,0.758,7,-6.491,1,0.0297,0.000671,0.484,0.092,0.435,112.114,371413
0.831,0.782,4,-10.48,0,0.0595,0.0731,0.0171,0.032,0.631,107.877,208893
0.2,0.943,9,-8.217,1,0.0544,0.0125,0,0.139,0.778,203.243,313800
0.709,0.278,4,-13.011,0,0.0353,0.46,0.00719,0.098,0.458,141.268,202400
0.56,0.648,4,-14.522,1,0.174,0.154,0.00263,0.0919,0.766,136.462,506720
0.68,0.462,10,-9.289,1,0.0336,0.583,3.30E-05,0.096,0.415,106.2,367400
0.707,0.906,7,-5.771,1,0.0309,0.0368,0.000968,0.661,0.97,112.837,315293
0.623,0.68,2,-13.255,1,0.0282,0.0056,0.000425,0.148,0.737,129.713,237093
0.622,0.845,1,-5.984,1,0.0324,0.118,0,0.0984,0.715,132.752,211467
0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,201373
0.388,0.338,10,-10.054,1,0.0328,0.652,3.72E-06,0.248,0.477,177.784,303373
0.326,0.872,2,-7.602,1,0.122,0.214,0,0.461,0.492,173.381,508333
0.445,0.471,4,-16.218,1,0.0328,0.107,0,0.268,0.562,71.041,178693
0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966,229093
0.61,0.838,2,-8.616,1,0.0301,0.102,6.14E-05,0.111,0.693,129.583,237000
0.382,0.605,4,-9.351,1,0.0292,0.196,0,0.0994,0.147,141.065,229160
0.589,0.453,7,-8.912,1,0.0397,0.703,2.54E-05,0.134,0.513,139.148,290573
0.324,0.897,5,-10.134,1,0.0788,0.0002,0.158,0.963,0.39,115.168,501240
0.5,0.846,0,-8.098,1,0.0457,0.0797,0,0.241,0.738,134.937,284067
0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,191227
0.722,0.697,11,-7.03,1,0.0278,0.0633,0.0103,0.0675,0.942,139.348,196853
0.672,0.72,9,-7.781,1,0.035,0.0373,9.38E-06,0.0371,0.828,118.731,193347
0.546,0.529,9,-13.6,1,0.0436,0.0629,0.000567,0.0383,0.574,151.727,271000
0.597,0.812,5,-12.062,1,0.0315,0.0219,0.00106,0.102,0.823,135.68,218400
0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213
0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613
0.686,0.632,9,-11.433,1,0.0353,0.0398,2.20E-06,0.0686,0.88,118.965,192133
0.644,0.281,6,-13.106,1,0.0371,0.832,0.386,0.0805,0.916,176.565,135133
0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800
0.683,0.63,11,-8.844,1,0.0296,0.363,0.000873,0.314,0.481,102.457,261440
0.516,0.486,3,-11.81,0,0.0272,0.0987,1.48E-06,0.143,0.471,132.542,200573
0.541,0.812,5,-6.716,0,0.0813,0.0599,0,0.456,0.471,109.591,192520
0.549,0.916,4,-4.185,0,0.034,0.0049,0.123,0.104,0.632,127.131,219400
0.62,0.529,7,-7.976,1,0.0306,0.158,0,0.228,0.63,103.18,351000
0.373,0.809,2,-9.189,1,0.0744,0.115,2.13E-06,0.653,0.538,145.042,171960
0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,191227
0.523,0.93,0,-6.994,1,0.104,0.389,0.000134,0.815,0.313,117.265,243920
0.651,0.648,9,-7.44,1,0.0346,0.167,1.70E-05,0.192,0.868,97.017,225667
0.721,0.521,2,-8.123,1,0.0612,0.0707,0.00552,0.127,0.942,123.118,261413
0.478,0.774,7,-6.977,1,0.0292,0.000265,0.585,0.191,0.429,112.577,370373
0.304,0.901,9,-7.756,1,0.0602,0.00105,0.000376,0.158,0.541,147.199,199453
0.538,0.48,7,-9.863,1,0.0268,0.204,0.0462,0.0955,0.834,171.773,187280
0.155,0.938,10,-4.624,1,0.126,0.00543,0.00262,0.359,0.383,184.469,207600
0.395,0.656,9,-6.462,1,0.0329,0.29,2.72E-05,0.0624,0.487,174.782,274227
0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,122067
0.469,0.202,3,-14.369,1,0.0333,0.67,0,0.193,0.102,110.937,211333
0.446,0.713,8,-4.825,1,0.268,0.41,0,0.212,0.369,143.229,230120
0.577,0.848,0,-5.673,0,0.0755,0.125,0.000274,0.613,0.327,89.967,181627
0.491,0.0765,5,-14.57,1,0.0416,0.787,0.000306,0.114,0.305,113.728,189587
0.293,0.691,9,-5.245,1,0.0575,0.19,4.00E-06,0.0899,0.513,182.256,386360
0.863,0.381,9,-12.823,1,0.0528,0.261,0.000277,0.202,0.906,120.645,186853
0.268,0.459,10,-6.94,1,0.0346,0.378,0,0.118,0.175,64.177,179200
0.619,0.767,4,-7.811,1,0.027,0.466,0.000279,0.387,0.644,129.947,186080
0.386,0.847,6,-4.487,0,0.0965,0.00482,1.15E-06,0.0509,0.765,142.73,287973
0.704,0.735,10,-10.426,1,0.0594,0.28,0.149,0.475,0.681,105.182,346667
0.471,0.709,3,-5.764,1,0.0469,0.0874,0.0021,0.0782,0.642,113.874,275080
0.278,0.759,9,-5.573,0,0.0781,0.0414,0.000596,0.164,0.219,140.358,391053
0.531,0.948,9,-5.438,1,0.0568,0.006,0.0117,0.694,0.498,136.891,298093
0.779,0.717,6,-9.7,0,0.0335,0.0125,0.0536,0.355,0.789,115.384,240800
0.492,0.552,7,-12.321,0,0.0341,0.0151,3.74E-05,0.0723,0.655,105.623,257227
0.54,0.465,7,-11.259,1,0.0302,0.652,0.00544,0.132,0.341,94.731,253080
0.705,0.806,0,-4.83,1,0.0814,0.229,0,0.0676,0.763,117.945,268693
0.641,0.696,4,-12.697,0,0.03,0.000825,0.000336,0.116,0.671,117.058,235240
0.549,0.502,10,-7.264,0,0.0263,0.727,0.0649,0.371,0.164,108.839,295933
0.581,0.548,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,218307
0.492,0.782,4,-7.649,1,0.0404,0.222,0,0.47,0.472,119.24,248827
0.541,0.711,9,-13.492,1,0.0383,0.0635,0.0201,0.719,0.588,136.58,291893
0.694,0.649,3,-7.176,1,0.0281,0.357,0.00258,0.0868,0.603,111.98,403040
0.682,0.711,9,-7.637,0,0.0325,0.179,9.53E-05,0.126,0.766,129.546,224533
0.198,0.618,10,-8.483,1,0.0309,0.0107,0.0232,0.0999,0.436,153.479,440267
0.517,0.858,7,-6.03,1,0.0671,0.115,0.000244,0.121,0.67,150.644,220587
0.497,0.349,7,-14,1,0.0297,0.0929,0.028,0.259,0.421,113.762,365627
0.562,0.258,9,-16.628,0,0.0321,0.847,0.00371,0.0501,0.604,81.942,236880
0.446,0.598,2,-11.264,0,0.0363,0.0112,0,0.057,0.778,124.251,247373
0.56,0.965,11,-2.341,1,0.0409,0.121,6.23E-06,0.169,0.964,162.825,149787
0.345,0.924,7,-7.767,0,0.0553,0.00376,0,0.122,0.434,142.378,261733
0.867,0.73,9,-6.605,1,0.0496,0.45,0.0143,0.0817,0.917,132.57,346133
0.598,0.374,9,-14.085,0,0.0259,0.383,0.548,0.128,0.413,109.499,307467
0.82,0.464,11,-8.45,1,0.0481,0.156,0,0.101,0.872,109.374,207307
0.592,0.7,4,-11.301,0,0.0362,0.184,3.38E-05,0.142,0.844,135.447,198093
0.646,0.406,5,-15.616,0,0.0264,0.159,0.00114,0.27,0.895,113.708,191773
0.667,0.513,4,-7.96,1,0.026,0.305,0,0.0851,0.518,95.306,283400
0.758,0.378,8,-15.308,0,0.0449,0.284,0,0.049,0.985,120.736,223867
0.334,0.839,7,-6.2,1,0.04,0.0127,0,0.311,0.504,72.479,245960
0.467,0.255,8,-15.963,0,0.0372,0.605,0.00031,0.273,0.243,120.174,168867
0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,267773
0.441,0.745,2,-8.623,0,0.0741,0.084,2.22E-05,0.136,0.368,105.191,252240
0.619,0.686,1,-9.014,0,0.0615,0.644,0,0.0996,0.757,76.923,174533
0.63,0.357,5,-9.392,0,0.026,0.0999,0,0.128,0.683,104.965,245200
0.749,0.512,1,-9.595,0,0.0466,0.0488,6.84E-05,0.111,0.499,98.691,238973
0.432,0.88,1,-5.769,0,0.0656,0.0206,0.000191,0.185,0.527,95.59,216733
0.556,0.933,8,-6.288,1,0.0394,0.0972,0.00177,0.245,0.708,127.685,210533
0.464,0.944,1,-5.309,1,0.107,0.0159,5.66E-06,0.384,0.716,137.864,157640
0.498,0.887,8,-8.344,0,0.0383,0.00392,0.000376,0.209,0.714,139.126,226973
0.518,0.938,8,-5.964,0,0.0416,0.021,0.000305,0.288,0.71,139.138,227800
